PART,ARCH,FULLARCH,FAMILY,IDCODE,DEVICE
xcvu160_CIV-flgb2104-1HV-e,virtexu,Virtex UltraScale,virtexu,0x03933093,xcvu160_CIV
xcvu160_CIV-flgb2104-2-e,virtexu,Virtex UltraScale,virtexu,0x03933093,xcvu160_CIV
xcvu160_CIV-flgb2104-2-i,virtexu,Virtex UltraScale,virtexu,0x03933093,xcvu160_CIV
xcvu160_CIV-flgb2104-3-e,virtexu,Virtex UltraScale,virtexu,0x03933093,xcvu160_CIV
xcvu160_CIV-flgc2104-1-i,virtexu,Virtex UltraScale,virtexu,0x03933093,xcvu160_CIV
xcvu160_CIV-flgc2104-1H-e,virtexu,Virtex UltraScale,virtexu,0x03933093,xcvu160_CIV
xcvu160_CIV-flgc2104-1HV-e,virtexu,Virtex UltraScale,virtexu,0x03933093,xcvu160_CIV
xcvu160_CIV-flgc2104-2-e,virtexu,Virtex UltraScale,virtexu,0x03933093,xcvu160_CIV
xcvu160_CIV-flgc2104-2-i,virtexu,Virtex UltraScale,virtexu,0x03933093,xcvu160_CIV
xcvu160_CIV-flgc2104-3-e,virtexu,Virtex UltraScale,virtexu,0x03933093,xcvu160_CIV
xcvu190-flga2577-1-i,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190
xcvu190-flga2577-1H-e,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190
xcvu190-flga2577-1HV-e,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190
xcvu190-flga2577-2-e,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190
xcvu190-flga2577-2-i,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190
xcvu190-flga2577-3-e,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190
xcvu190-flgb2104-1-i,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190
xcvu190-flgb2104-1H-e,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190
xcvu190-flgb2104-1HV-e,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190
xcvu190-flgb2104-2-e,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190
xcvu190-flgb2104-2-i,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190
xcvu190-flgb2104-3-e,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190
xcvu190-flgc2104-1-i,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190
xcvu190-flgc2104-1H-e,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190
xcvu190-flgc2104-1HV-e,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190
xcvu190-flgc2104-2-e,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190
xcvu190-flgc2104-2-i,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190
xcvu190-flgc2104-3-e,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190
xcvu190_CIV-flga2577-1-i,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190_CIV
xcvu190_CIV-flga2577-1H-e,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190_CIV
xcvu190_CIV-flga2577-1HV-e,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190_CIV
xcvu190_CIV-flga2577-2-e,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190_CIV
xcvu190_CIV-flga2577-2-i,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190_CIV
xcvu190_CIV-flga2577-3-e,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190_CIV
xcvu190_CIV-flgb2104-1-i,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190_CIV
xcvu190_CIV-flgb2104-1H-e,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190_CIV
xcvu190_CIV-flgb2104-1HV-e,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190_CIV
xcvu190_CIV-flgb2104-2-e,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190_CIV
xcvu190_CIV-flgb2104-2-i,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190_CIV
xcvu190_CIV-flgb2104-3-e,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190_CIV
xcvu190_CIV-flgc2104-1-i,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190_CIV
xcvu190_CIV-flgc2104-1H-e,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190_CIV
xcvu190_CIV-flgc2104-1HV-e,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190_CIV
xcvu190_CIV-flgc2104-2-e,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190_CIV
xcvu190_CIV-flgc2104-2-i,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190_CIV
xcvu190_CIV-flgc2104-3-e,virtexu,Virtex UltraScale,virtexu,0x03931093,xcvu190_CIV
xcvu440-flga2892-1-c,virtexu,Virtex UltraScale,virtexu,0x0396d093,xcvu440
xcvu440-flga2892-1-i,virtexu,Virtex UltraScale,virtexu,0x0396d093,xcvu440
xcvu440-flga2892-2-e,virtexu,Virtex UltraScale,virtexu,0x0396d093,xcvu440
xcvu440-flga2892-2-i,virtexu,Virtex UltraScale,virtexu,0x0396d093,xcvu440
xcvu440-flga2892-3-e,virtexu,Virtex UltraScale,virtexu,0x0396d093,xcvu440
xcvu440-flgb2377-1-c,virtexu,Virtex UltraScale,virtexu,0x0396d093,xcvu440
xcvu440-flgb2377-1-i,virtexu,Virtex UltraScale,virtexu,0x0396d093,xcvu440
xcvu440-flgb2377-2-e,virtexu,Virtex UltraScale,virtexu,0x0396d093,xcvu440
xcvu440-flgb2377-2-i,virtexu,Virtex UltraScale,virtexu,0x0396d093,xcvu440
xcvu440-flgb2377-3-e,virtexu,Virtex UltraScale,virtexu,0x0396d093,xcvu440
xcvu440_CIV-flga2892-1-c,virtexu,Virtex UltraScale,virtexu,0x0396f093,xcvu440_CIV
xcvu440_CIV-flga2892-1-i,virtexu,Virtex UltraScale,virtexu,0x0396f093,xcvu440_CIV
xcvu440_CIV-flga2892-2-e,virtexu,Virtex UltraScale,virtexu,0x0396f093,xcvu440_CIV
xcvu440_CIV-flga2892-2-i,virtexu,Virtex UltraScale,virtexu,0x0396f093,xcvu440_CIV
xcvu440_CIV-flga2892-3-e,virtexu,Virtex UltraScale,virtexu,0x0396f093,xcvu440_CIV
xcvu440_CIV-flgb2377-1-c,virtexu,Virtex UltraScale,virtexu,0x0396f093,xcvu440_CIV
xcvu440_CIV-flgb2377-1-i,virtexu,Virtex UltraScale,virtexu,0x0396f093,xcvu440_CIV
xcvu440_CIV-flgb2377-2-e,virtexu,Virtex UltraScale,virtexu,0x0396f093,xcvu440_CIV
xcvu440_CIV-flgb2377-2-i,virtexu,Virtex UltraScale,virtexu,0x0396f093,xcvu440_CIV
xcvu440_CIV-flgb2377-3-e,virtexu,Virtex UltraScale,virtexu,0x0396f093,xcvu440_CIV
xczu21dr-ffvd1156-1-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a83093,xczu21dr
xczu21dr-ffvd1156-1-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a83093,xczu21dr
xczu21dr-ffvd1156-1L-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a83093,xczu21dr
xczu21dr-ffvd1156-1LV-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a83093,xczu21dr
xczu21dr-ffvd1156-2-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a83093,xczu21dr
xczu21dr-ffvd1156-2-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a83093,xczu21dr
xczu21dr-ffvd1156-2L-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a83093,xczu21dr
xczu21dr-ffvd1156-2LV-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a83093,xczu21dr
xczu21dr-ffvd1156-2LVI-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a83093,xczu21dr
xczu25dr-ffve1156-1-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-ffve1156-1-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-ffve1156-1L-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-ffve1156-1LV-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-ffve1156-2-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-ffve1156-2-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-ffve1156-2L-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-ffve1156-2LV-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-ffve1156-2LVI-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-ffvg1517-1-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-ffvg1517-1-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-ffvg1517-1L-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-ffvg1517-1LV-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-ffvg1517-2-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-ffvg1517-2-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-ffvg1517-2L-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-ffvg1517-2LV-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-ffvg1517-2LVI-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-fsve1156-1-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-fsve1156-1-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-fsve1156-1L-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-fsve1156-1LV-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-fsve1156-2-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-fsve1156-2-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-fsve1156-2L-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-fsve1156-2LV-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-fsve1156-2LVI-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-fsvg1517-1-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-fsvg1517-1-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-fsvg1517-1L-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-fsvg1517-1LV-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-fsvg1517-2-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-fsvg1517-2-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-fsvg1517-2L-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-fsvg1517-2LV-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu25dr-fsvg1517-2LVI-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a87093,xczu25dr
xczu27dr-ffve1156-1-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-ffve1156-1-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-ffve1156-1L-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-ffve1156-1LV-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-ffve1156-2-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-ffve1156-2-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-ffve1156-2L-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-ffve1156-2LV-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-ffve1156-2LVI-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-ffvg1517-1-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-ffvg1517-1-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-ffvg1517-1L-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-ffvg1517-1LV-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-ffvg1517-2-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-ffvg1517-2-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-ffvg1517-2L-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-ffvg1517-2LV-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-ffvg1517-2LVI-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-fsve1156-1-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-fsve1156-1-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-fsve1156-1L-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-fsve1156-1LV-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-fsve1156-2-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-fsve1156-2-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-fsve1156-2L-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-fsve1156-2LV-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-fsve1156-2LVI-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-fsvg1517-1-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-fsvg1517-1-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-fsvg1517-1L-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-fsvg1517-1LV-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-fsvg1517-2-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-fsvg1517-2-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-fsvg1517-2L-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-fsvg1517-2LV-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu27dr-fsvg1517-2LVI-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a86093,xczu27dr
xczu28dr-ffve1156-1-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-ffve1156-1-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-ffve1156-1L-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-ffve1156-1LV-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-ffve1156-2-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-ffve1156-2-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-ffve1156-2L-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-ffve1156-2LV-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-ffve1156-2LVI-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-ffvg1517-1-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-ffvg1517-1-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-ffvg1517-1L-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-ffvg1517-1LV-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-ffvg1517-2-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-ffvg1517-2-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-ffvg1517-2L-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-ffvg1517-2LV-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-ffvg1517-2LVI-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-fsve1156-1-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-fsve1156-1-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-fsve1156-1L-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-fsve1156-1LV-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-fsve1156-2-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-fsve1156-2-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-fsve1156-2L-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-fsve1156-2LV-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-fsve1156-2LVI-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-fsvg1517-1-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-fsvg1517-1-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-fsvg1517-1L-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-fsvg1517-1LV-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-fsvg1517-2-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-fsvg1517-2-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-fsvg1517-2L-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-fsvg1517-2LV-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu28dr-fsvg1517-2LVI-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xczu28dr
xczu29dr-ffvf1760-1-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a84093,xczu29dr
xczu29dr-ffvf1760-1-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a84093,xczu29dr
xczu29dr-ffvf1760-1L-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a84093,xczu29dr
xczu29dr-ffvf1760-1LV-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a84093,xczu29dr
xczu29dr-ffvf1760-2-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a84093,xczu29dr
xczu29dr-ffvf1760-2-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a84093,xczu29dr
xczu29dr-ffvf1760-2L-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a84093,xczu29dr
xczu29dr-ffvf1760-2LV-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a84093,xczu29dr
xczu29dr-ffvf1760-2LVI-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a84093,xczu29dr
xczu29dr-fsvf1760-1-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a84093,xczu29dr
xczu29dr-fsvf1760-1-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a84093,xczu29dr
xczu29dr-fsvf1760-1L-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a84093,xczu29dr
xczu29dr-fsvf1760-1LV-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a84093,xczu29dr
xczu29dr-fsvf1760-2-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a84093,xczu29dr
xczu29dr-fsvf1760-2-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a84093,xczu29dr
xczu29dr-fsvf1760-2L-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a84093,xczu29dr
xczu29dr-fsvf1760-2LV-e,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a84093,xczu29dr
xczu29dr-fsvf1760-2LVI-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a84093,xczu29dr
xqzu21dr-ffrd1156-1-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a83093,xqzu21dr
xqzu21dr-ffrd1156-1L-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a83093,xqzu21dr
xqzu21dr-ffrd1156-1LV-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a83093,xqzu21dr
xqzu21dr-ffrd1156-1M-m,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a83093,xqzu21dr
xqzu21dr-ffrd1156-2-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a83093,xqzu21dr
xqzu28dr-ffre1156-1-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xqzu28dr
xqzu28dr-ffre1156-1L-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xqzu28dr
xqzu28dr-ffre1156-1LV-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xqzu28dr
xqzu28dr-ffre1156-1M-m,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xqzu28dr
xqzu28dr-ffre1156-2-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xqzu28dr
xqzu28dr-ffrg1517-1-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xqzu28dr
xqzu28dr-ffrg1517-1L-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xqzu28dr
xqzu28dr-ffrg1517-1LV-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xqzu28dr
xqzu28dr-ffrg1517-1M-m,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xqzu28dr
xqzu28dr-ffrg1517-2-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a82093,xqzu28dr
xqzu29dr-ffrf1760-1-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a84093,xqzu29dr
xqzu29dr-ffrf1760-1L-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a84093,xqzu29dr
xqzu29dr-ffrf1760-1LV-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a84093,xqzu29dr
xqzu29dr-ffrf1760-1M-m,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a84093,xqzu29dr
xqzu29dr-ffrf1760-2-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a84093,xqzu29dr
xczu39dr-ffvf1760-2-i,zynquplusRFSOC,Zynq UltraScale+ RFSOC,zynquplus,0x04a88093,xczu39dr
