PART,ARCH,FULLARCH,FAMILY,IDCODE,DEVICE
xcve2802-vsvh1760-2MHP-i-L,versal,Versal ACAP,versal,0x14cd3093,xcve2802
xcve2802-vsvh1760-2MHP-i-S,versal,Versal ACAP,versal,0x14cd3093,xcve2802
xcve2802-vsvh1760-2MP-e-L,versal,Versal ACAP,versal,0x14cd3093,xcve2802
xcve2802-vsvh1760-2MP-e-S,versal,Versal ACAP,versal,0x14cd3093,xcve2802
xcve2802-vsvh1760-2MP-i-L,versal,Versal ACAP,versal,0x14cd3093,xcve2802
xcve2802-vsvh1760-2MP-i-S,versal,Versal ACAP,versal,0x14cd3093,xcve2802
xcvm1102-sfva784-1LHP-i-L,versal,Versal ACAP,versal,0x14cca093,xcvm1102
xcvm1102-sfva784-1LHP-i-S,versal,Versal ACAP,versal,0x14cca093,xcvm1102
xcvm1102-sfva784-1LP-e-S,versal,Versal ACAP,versal,0x14cca093,xcvm1102
xcvm1102-sfva784-1LP-i-L,versal,Versal ACAP,versal,0x14cca093,xcvm1102
xcvm1102-sfva784-1LP-i-S,versal,Versal ACAP,versal,0x14cca093,xcvm1102
xcvm1102-sfva784-1MP-e-S,versal,Versal ACAP,versal,0x14cca093,xcvm1102
xcvm1102-sfva784-1MP-i-L,versal,Versal ACAP,versal,0x14cca093,xcvm1102
xcvm1102-sfva784-1MP-i-S,versal,Versal ACAP,versal,0x14cca093,xcvm1102
xcvm1102-sfva784-2HP-i-S,versal,Versal ACAP,versal,0x14cca093,xcvm1102
xcvm1102-sfva784-2LP-e-L,versal,Versal ACAP,versal,0x14cca093,xcvm1102
xcvm1102-sfva784-2LP-e-S,versal,Versal ACAP,versal,0x14cca093,xcvm1102
xcvm1102-sfva784-2MP-e-L,versal,Versal ACAP,versal,0x14cca093,xcvm1102
xcvm1102-sfva784-2MP-e-S,versal,Versal ACAP,versal,0x14cca093,xcvm1102
xcvm1102-sfva784-2MP-i-L,versal,Versal ACAP,versal,0x14cca093,xcvm1102
xcvm1102-sfva784-2MP-i-S,versal,Versal ACAP,versal,0x14cca093,xcvm1102
xcvm1302-nbvb1024-1LHP-i-L,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-nbvb1024-1LHP-i-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-nbvb1024-1LP-e-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-nbvb1024-1LP-i-L,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-nbvb1024-1LP-i-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-nbvb1024-1MP-e-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-nbvb1024-1MP-i-L,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-nbvb1024-1MP-i-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-nbvb1024-2HP-i-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-nbvb1024-2LP-e-L,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-nbvb1024-2LP-e-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-nbvb1024-2MP-e-L,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-nbvb1024-2MP-e-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-nbvb1024-2MP-i-L,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-nbvb1024-2MP-i-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-nsvf1369-1LHP-i-L,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-nsvf1369-1LHP-i-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-nsvf1369-1LP-e-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-nsvf1369-1LP-i-L,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-nsvf1369-1LP-i-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-nsvf1369-1MP-e-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-nsvf1369-1MP-i-L,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-nsvf1369-1MP-i-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-nsvf1369-2HP-i-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-nsvf1369-2LP-e-L,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-nsvf1369-2LP-e-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-nsvf1369-2MP-e-L,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-nsvf1369-2MP-e-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-nsvf1369-2MP-i-L,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-nsvf1369-2MP-i-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-vfvc1596-1LHP-i-L,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-vfvc1596-1LHP-i-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-vfvc1596-1LP-e-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-vfvc1596-1LP-i-L,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-vfvc1596-1LP-i-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-vfvc1596-1MP-e-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-vfvc1596-1MP-i-L,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-vfvc1596-1MP-i-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-vfvc1596-2HP-i-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-vfvc1596-2LP-e-L,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-vfvc1596-2LP-e-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-vfvc1596-2MP-e-L,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-vfvc1596-2MP-e-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-vfvc1596-2MP-i-L,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-vfvc1596-2MP-i-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-vsvd1760-1LHP-i-L,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-vsvd1760-1LHP-i-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-vsvd1760-1LP-e-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-vsvd1760-1LP-i-L,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-vsvd1760-1LP-i-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-vsvd1760-1MP-e-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-vsvd1760-1MP-i-L,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-vsvd1760-1MP-i-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-vsvd1760-2HP-i-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-vsvd1760-2LP-e-L,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-vsvd1760-2LP-e-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-vsvd1760-2MP-e-L,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-vsvd1760-2MP-e-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-vsvd1760-2MP-i-L,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1302-vsvd1760-2MP-i-S,versal,Versal ACAP,versal,0x04c09093,xcvm1302
xcvm1402-nbvb1024-1LHP-i-L,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-nbvb1024-1LHP-i-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-nbvb1024-1LP-e-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-nbvb1024-1LP-i-L,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-nbvb1024-1LP-i-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-nbvb1024-1MP-e-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-nbvb1024-1MP-i-L,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-nbvb1024-1MP-i-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-nbvb1024-2HP-i-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-nbvb1024-2LP-e-L,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-nbvb1024-2LP-e-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-nbvb1024-2MP-e-L,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-nbvb1024-2MP-e-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-nbvb1024-2MP-i-L,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-nbvb1024-2MP-i-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-nsvf1369-1LHP-i-L,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-nsvf1369-1LHP-i-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-nsvf1369-1LP-e-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-nsvf1369-1LP-i-L,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-nsvf1369-1LP-i-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-nsvf1369-1MP-e-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-nsvf1369-1MP-i-L,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-nsvf1369-1MP-i-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-nsvf1369-2HP-i-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-nsvf1369-2LP-e-L,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-nsvf1369-2LP-e-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-nsvf1369-2MP-e-L,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-nsvf1369-2MP-e-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-nsvf1369-2MP-i-L,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-nsvf1369-2MP-i-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-vfvc1596-1LHP-i-L,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-vfvc1596-1LHP-i-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-vfvc1596-1LP-e-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-vfvc1596-1LP-i-L,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-vfvc1596-1LP-i-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-vfvc1596-1MP-e-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-vfvc1596-1MP-i-L,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-vfvc1596-1MP-i-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-vfvc1596-2HP-i-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-vfvc1596-2LP-e-L,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-vfvc1596-2LP-e-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-vfvc1596-2MP-e-L,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-vfvc1596-2MP-e-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-vfvc1596-2MP-i-L,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-vfvc1596-2MP-i-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-vsvd1760-1LHP-i-L,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-vsvd1760-1LHP-i-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-vsvd1760-1LP-e-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-vsvd1760-1LP-i-L,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-vsvd1760-1LP-i-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-vsvd1760-1MP-e-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-vsvd1760-1MP-i-L,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-vsvd1760-1MP-i-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-vsvd1760-2HP-i-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-vsvd1760-2LP-e-L,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-vsvd1760-2LP-e-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-vsvd1760-2MP-e-L,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-vsvd1760-2MP-e-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-vsvd1760-2MP-i-L,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1402-vsvd1760-2MP-i-S,versal,Versal ACAP,versal,0x04c08093,xcvm1402
xcvm1502-nfvb1369-1LHP-i-L,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-nfvb1369-1LHP-i-S,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-nfvb1369-1LP-e-S,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-nfvb1369-1LP-i-L,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-nfvb1369-1LP-i-S,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-nfvb1369-1MP-e-S,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-nfvb1369-1MP-i-L,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-nfvb1369-1MP-i-S,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-nfvb1369-2HP-i-S,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-nfvb1369-2LP-e-L,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-nfvb1369-2LP-e-S,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-nfvb1369-2MP-e-L,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-nfvb1369-2MP-e-S,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-nfvb1369-2MP-i-L,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-nfvb1369-2MP-i-S,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-vfvc1760-1LHP-i-L,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-vfvc1760-1LHP-i-S,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-vfvc1760-1LP-e-S,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-vfvc1760-1LP-i-L,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-vfvc1760-1LP-i-S,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-vfvc1760-1MP-e-S,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-vfvc1760-1MP-i-L,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-vfvc1760-1MP-i-S,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-vfvc1760-2HP-i-S,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-vfvc1760-2LP-e-L,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-vfvc1760-2LP-e-S,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-vfvc1760-2MP-e-L,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-vfvc1760-2MP-e-S,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-vfvc1760-2MP-i-L,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-vfvc1760-2MP-i-S,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-vsva2197-1LHP-i-L,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-vsva2197-1LHP-i-S,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-vsva2197-1LP-e-S,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-vsva2197-1LP-i-L,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-vsva2197-1LP-i-S,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-vsva2197-1MP-e-S,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-vsva2197-1MP-i-L,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-vsva2197-1MP-i-S,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-vsva2197-2HP-i-S,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-vsva2197-2LP-e-L,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-vsva2197-2LP-e-S,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-vsva2197-2MP-e-L,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-vsva2197-2MP-e-S,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-vsva2197-2MP-i-L,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1502-vsva2197-2MP-i-S,versal,Versal ACAP,versal,0x04c99093,xcvm1502
xcvm1802-vfvc1760-1LHP-i-L,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vfvc1760-1LHP-i-S,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vfvc1760-1LP-e-S,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vfvc1760-1LP-i-L,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vfvc1760-1LP-i-S,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vfvc1760-1MP-e-S,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vfvc1760-1MP-i-L,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vfvc1760-1MP-i-S,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vfvc1760-2HP-i-S,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vfvc1760-2LLI-i-L,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vfvc1760-2LP-e-L,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vfvc1760-2LP-e-S,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vfvc1760-2MP-e-L,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vfvc1760-2MP-e-S,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vfvc1760-2MP-i-L,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vfvc1760-2MP-i-S,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vfvc1760-3HP-e-S,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsva2197-1LHP-i-L,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsva2197-1LHP-i-S,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsva2197-1LP-e-S,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsva2197-1LP-i-L,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsva2197-1LP-i-S,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsva2197-1MP-e-S,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsva2197-1MP-i-L,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsva2197-1MP-i-S,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsva2197-2HP-i-S,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsva2197-2LLI-i-L,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsva2197-2LP-e-L,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsva2197-2LP-e-S,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsva2197-2MP-e-L,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsva2197-2MP-e-S,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsva2197-2MP-i-L,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsva2197-2MP-i-S,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsva2197-3HP-e-S,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsvd1760-1LHP-i-L,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsvd1760-1LHP-i-S,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsvd1760-1LP-e-S,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsvd1760-1LP-i-L,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsvd1760-1LP-i-S,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsvd1760-1MP-e-S,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsvd1760-1MP-i-L,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsvd1760-1MP-i-S,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsvd1760-2HP-i-S,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsvd1760-2LLI-i-L,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsvd1760-2LP-e-L,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsvd1760-2LP-e-S,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsvd1760-2MP-e-L,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsvd1760-2MP-e-S,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsvd1760-2MP-i-L,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsvd1760-2MP-i-S,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm1802-vsvd1760-3HP-e-S,versal,Versal ACAP,versal,0x14caa093,xcvm1802
xcvm2302-vfvf1760-1LHP-i-L,versal,Versal ACAP,versal,0x04c24093,xcvm2302
xcvm2302-vfvf1760-1LHP-i-S,versal,Versal ACAP,versal,0x04c24093,xcvm2302
xcvm2302-vfvf1760-1LP-e-S,versal,Versal ACAP,versal,0x04c24093,xcvm2302
xcvm2302-vfvf1760-1LP-i-L,versal,Versal ACAP,versal,0x04c24093,xcvm2302
xcvm2302-vfvf1760-1LP-i-S,versal,Versal ACAP,versal,0x04c24093,xcvm2302
xcvm2302-vfvf1760-1MP-e-S,versal,Versal ACAP,versal,0x04c24093,xcvm2302
xcvm2302-vfvf1760-1MP-i-L,versal,Versal ACAP,versal,0x04c24093,xcvm2302
xcvm2302-vfvf1760-1MP-i-S,versal,Versal ACAP,versal,0x04c24093,xcvm2302
xcvm2302-vfvf1760-2LP-e-L,versal,Versal ACAP,versal,0x04c24093,xcvm2302
xcvm2302-vfvf1760-2LP-e-S,versal,Versal ACAP,versal,0x04c24093,xcvm2302
xcvm2302-vfvf1760-2MP-e-L,versal,Versal ACAP,versal,0x04c24093,xcvm2302
xcvm2302-vfvf1760-2MP-e-S,versal,Versal ACAP,versal,0x04c24093,xcvm2302
xcvm2302-vfvf1760-2MP-i-L,versal,Versal ACAP,versal,0x04c24093,xcvm2302
xcvm2302-vfvf1760-2MP-i-S,versal,Versal ACAP,versal,0x04c24093,xcvm2302
xcvm2302-vfvf1760-3HP-e-S,versal,Versal ACAP,versal,0x04c24093,xcvm2302
xcvm2502-vsvi1760-1LHP-i-L,versal,Versal ACAP,versal,0x14d01093,xcvm2502
xcvm2502-vsvi1760-1LHP-i-S,versal,Versal ACAP,versal,0x14d01093,xcvm2502
xcvm2502-vsvi1760-1LP-e-S,versal,Versal ACAP,versal,0x14d01093,xcvm2502
xcvm2502-vsvi1760-1LP-i-L,versal,Versal ACAP,versal,0x14d01093,xcvm2502
xcvm2502-vsvi1760-1LP-i-S,versal,Versal ACAP,versal,0x14d01093,xcvm2502
xcvm2502-vsvi1760-1MP-e-S,versal,Versal ACAP,versal,0x14d01093,xcvm2502
xcvm2502-vsvi1760-1MP-i-L,versal,Versal ACAP,versal,0x14d01093,xcvm2502
xcvm2502-vsvi1760-1MP-i-S,versal,Versal ACAP,versal,0x14d01093,xcvm2502
xcvm2502-vsvi1760-2LHP-e-L,versal,Versal ACAP,versal,0x14d01093,xcvm2502
xcvm2502-vsvi1760-2LHP-e-S,versal,Versal ACAP,versal,0x14d01093,xcvm2502
xcvm2502-vsvi1760-2LP-e-L,versal,Versal ACAP,versal,0x14d01093,xcvm2502
xcvm2502-vsvi1760-2LP-e-S,versal,Versal ACAP,versal,0x14d01093,xcvm2502
xcvm2502-vsvi1760-2MHP-e-L,versal,Versal ACAP,versal,0x14d01093,xcvm2502
xcvm2502-vsvi1760-2MHP-e-S,versal,Versal ACAP,versal,0x14d01093,xcvm2502
xcvm2502-vsvi1760-2MHP-i-L,versal,Versal ACAP,versal,0x14d01093,xcvm2502
xcvm2502-vsvi1760-2MHP-i-S,versal,Versal ACAP,versal,0x14d01093,xcvm2502
xcvm2502-vsvi1760-2MP-e-L,versal,Versal ACAP,versal,0x14d01093,xcvm2502
xcvm2502-vsvi1760-2MP-e-S,versal,Versal ACAP,versal,0x14d01093,xcvm2502
xcvm2502-vsvi1760-2MP-i-L,versal,Versal ACAP,versal,0x14d01093,xcvm2502
xcvm2502-vsvi1760-2MP-i-S,versal,Versal ACAP,versal,0x14d01093,xcvm2502
xcvm2502-vsvi1760-3HP-e-S,versal,Versal ACAP,versal,0x14d01093,xcvm2502
xcvm2902-vfvf1760-1LHP-i-L,versal,Versal ACAP,versal,0x04c23093,xcvm2902
xcvm2902-vfvf1760-1LHP-i-S,versal,Versal ACAP,versal,0x04c23093,xcvm2902
xcvm2902-vfvf1760-1LP-e-S,versal,Versal ACAP,versal,0x04c23093,xcvm2902
xcvm2902-vfvf1760-1LP-i-L,versal,Versal ACAP,versal,0x04c23093,xcvm2902
xcvm2902-vfvf1760-1LP-i-S,versal,Versal ACAP,versal,0x04c23093,xcvm2902
xcvm2902-vfvf1760-1MP-e-S,versal,Versal ACAP,versal,0x04c23093,xcvm2902
